,city,salary,state,title,zipcode
2288,New Brunswick,,NJ,"Senior Data Scientist, Workforce Analytics",
2290,Princeton,,NJ,Center for Observational Research & Data Scientist- Manager,
2292,Lyndhurst,,NJ,BI Data Scientist,
2293,Princeton,,NJ,"Computer Scientist, Vision & Learning",
2296,Princeton,,NJ,Sr. Data Scientist,
2301,Hoboken,,NJ,"VP, Data Science",
2304,Adams,,TN,Senior Data Scientist,
2305,Adams,,TN,Senior Data Integration Developer/ Data Scientist,
2306,Adams,,TN,Senior Data Scientist - Predictive Enterprise Group,
2307,Jersey City,,NJ,"Data Scientist, RBC Amplify - 2019",
2309,Liberty Corner,,NJ,Business Intelligence & Data Warehouse Developer (Power BI and Azure),
2311,Princeton,,NJ,"Computer Scientist, Vision & Learning Group",
2314,Secaucus,,NJ,Data Scientist - Digital Analyst,
2315,Adams,,TN,Software Engineer,
2316,Red Bank,,NJ,Machine Learning Research Scientist,
2320,Adams,,TN,Advisory Services Manager - Data Scientist,
2321,Weehawken,,NJ,Strategic Business Analyst/Data Scientist,
2322,Summit,,NJ,Analytical Chemist,
2324,New Brunswick,,NJ,"Senior Data Scientist, Commercial Analytics",
2325,Florham Park,,NJ,Chief Data Scientist,
2326,Mahwah,,NJ,Speech and Data Scientist,
2331,Raritan,,NJ,Principal Data Scientist,
2332,Englewood,,NJ,Associate Data Scientist,
2336,Franklin Lakes,,NJ,Data Scientist - NJ,
2340,Princeton,,NJ,"Research Scientist, Semiconductor Devices & Applications",
2345,Summit,,NJ,"Scientist I, Analytical Development",
2346,Hoboken,,NJ,"Data Scientist, Experimentation",
2351,Englewood Cliffs,,NJ,Data Scientist HR Analytics,
2354,Princeton,,NJ,Sr. Research Scientist - Multimodal Machine Learning for Healthcare,
2361,Newark,,NJ,"Data Scientist, SEO Analytics Specialist",
2363,Florham Park,,NJ,Artificial Intelligence Expert (Data Scientist),
2370,Princeton,,NJ,Data Scientist/Senior Data Scientist,
2379,Fort Lee,,NJ,"Data Scientist - Fort Lee, NJ or Raleigh, NC",
2381,Hoboken,,NJ,Staff Data Scientist,
2382,Princeton,,NJ,Applications Scientist - Materials Science,
2386,Adams,,TN,2019 Data Science Excellence Program,
2390,Adams,,TN,Big Data Developer,
2392,Avenel,,NJ,Data Scientist - Internship/Co-op,
2393,Avenel,,NJ,Data Scientist Internship - Summer 2019,
2394,Avenel,,NJ,Data Scientist,
2395,Avenel,,NJ,Business Intelligence Analyst,
2396,Avenel,,NJ,Data Scientist,
2397,Avenel,,NJ,Data Scientist,
2398,Avenel,,NJ,Data Scientist,
2400,Avenel,,NJ,Physics Data Scientist,
2407,Edison,,NJ,Data Science internship,
2413,Avenel,,NJ,Clinical/Bioinformatics Data Analyst,
2414,Holmdel,,NJ,Front-End Developer,
2419,Avenel,,NJ,Data Scientist,
2420,Avenel,,NJ,Data Scientist,
2421,Avenel,,NJ,Data Scientist,
2422,Avenel,,NJ,Data Scientist,
2424,Princeton,,NJ,"Research Scientist - Signal Processing, Edge Analytics and Machine Learning",
2427,Bridgewater,,NJ,"Applications Food Scientist, Dairy Applications",
2429,Middlesex,,NJ,"Senior Scientist, Analytical R&D",
2430,Raritan,,NJ,"Principal Data Scientist, IT Scientist",
2440,Raritan,,NJ,"Senior Data Scientist, IT Scientist",
2444,Avenel,,NJ,Associate Director Business Intelligence,
2458,Parsippany,,NJ,Senior Associate Principal Scientist- Data Science,
2461,Raritan,,NJ,"Senior Manager, Data Scientist",
2462,Newark,,NJ,"Manager, Data Scientist",
2465,Avenel,,NJ,RELIABILITY AND RISK ASSESSMENT POSTDOCTORAL RESEARCH ASSOCIATE,
2466,Berkeley Heights,,NJ,Business Intelligence Engineer,
2473,Cherry Hill,,NJ,Data Analyst / Data Scientist,
2478,Township Of Warren,,NJ,Senior Analytical Scientist,
2480,Basking Ridge,,NJ,Principal Data Engineer,
2486,Jersey City,,NJ,Lead Data Scientist,
2487,East Hanover,,NJ,Global Procurement Data Science Lead,
2489,Princeton,,NJ,Software Engineer Intern,
2497,New Brunswick,,NJ,"Senior Data Scientist, Data Sciences and Advanced Analytics-Medical Device Technology",
2498,Bridgewater,,NJ,"Food Scientist - Emulsions, Food Colloids & Applications",
2510,Basking Ridge,,NJ,Senior Research Scientist-Machine Learning,
2517,Camden,,NJ,Data Engineer,
2520,Jersey City,,NJ,Developer/Analyst,
2523,Princeton,,NJ,"Principal Scientist, Translational Medicine Data Science",
2530,Parsippany,,NJ,Principal Data Scientist,
2545,Avenel,,NJ,Principal Data Scientist - Marketing Cloud,
2548,Whippany,,NJ,Principal Data Scientist,
2557,Princeton,,NJ,Center for Observational Research and Data Science - Senior Data Scientist,
2560,Summit,,NJ,"Sr Scientist, Analytical Development",
2567,Holmdel,,NJ,Senior Software Engineer,
2578,Jersey City,,NJ,Senior Data Scientist,
2584,Avenel,,NJ,Data Scientist,
2585,Avenel,,NJ,Data Scientist,
2586,Avenel,,NJ,Data Scientist - Knowledge Management,
2588,Oak Ridge,,TN,Postdoctoral Research Associate in Artificial Intelligence and Machine Learning,
2589,Avenel,,NJ,Data Analyst,
2591,Avenel,,NJ,Entry-Level Cognitive Software Developer,
2592,Avenel,,NJ,Programmer 1,
2593,Avenel,,NJ,Data Scientist,
2594,Avenel,,NJ,Junior Data Scientist,
2596,Edison,,NJ,Business Analyst- Pharma,
2599,South Plainfield,,NJ,Data Scientist,
2600,Florham Park,,NJ,Business Process Improvement Professional - Advanced Analytics - Data Scientists,
2602,Edison,,NJ,Oracle Business Analyst,
2605,Summit,,NJ,"Senior Principal Scientist, Analytical Development",
2607,Princeton,,NJ,Senior Manager Data Scientist (Machine Learning),
2610,Newark,,NJ,"Director, Data Scientist",
2613,Titusville,,NJ,"Senior Scientist, Data Science Strategy and Innovation",
2614,Avenel,,NJ,Field Application Scientist,
2621,Avenel,,NJ,Senior Practice Manager Data Science,
2622,Mount Olive,,NJ,Senior Data Scientist,
2630,Cherry Hill,,NJ,"Scientist I, Analytical Research - R&D",
2631,Raritan,,NJ,"POST-DOCTORAL TRAINEE - NEUROSCIENCE BIOMARKERS, LA JOLLA, CA",
2642,Princeton,,NJ,"Director, Clinical Data Science",
2651,Princeton,,NJ,"Associate Director, Machine Learning",
2653,Rockleigh,,NJ,Lead Data Scientist,
2659,Summit,,NJ,"Senior Associate Scientist, Analytical Development",
2665,Bernardsville,,NJ,Machine Learning Research Scientist,
2667,Summit,,NJ,"Principal Data Scientist, Trial Planning & Analytics",
2668,Parsippany,,NJ,Full Stack Java Developer(junior to mid level),
2669,Basking Ridge,,NJ,Sr. Informatics Data Engineer,
2676,Hoboken,,NJ,Senior Data Scientist- Machine Learning,
2682,Parsippany,,NJ,Associate Principal Engineer- Data Engineer,
2685,Avenel,,NJ,Sr. Software Service Specialist,
2687,Morris Plains,,NJ,"Director, Senior Director Analytical Methods Development",
2690,South Plainfield,,NJ,"Sr Dir, Analytical Development xe2x80x93 Gene Therapy",
2701,Woodcliff Lake,,NJ,Senior Medical Data Scientist,
2702,Parsippany,,NJ,Sr. Director - Data Science,
2705,Basking Ridge,,NJ,Sr. Informatics Data Engineer,
2711,Egg Harbor Township,,NJ,Computer Scientist- junior level,
2731,East Rutherford,,NJ,Senior Data Engineer,
2739,Kenilworth,,NJ,"Senior Scientist, Analytical",
2741,Roseland,,NJ,Solutions Architect - (Enterprise Architecture / Technical Applications Architect),
2743,Avenel,,NJ,Senior Manager_4D_Data Scientist,
2752,Avenel,,NJ,"Software Engineering Lead (Angular 2+ or CLI, .NET Core, Docker, AWS, NoSQL, Terraform)",
2756,Jersey City,,NJ,"Senior Data Engineer, Strategic Analytics Services",
2760,Avenel,,NJ,"Sr. Specialist Solutions Architect, Machine Learning (Virtual US or Bay Area)",
2771,Avenel,,NJ,Data Scientist,
2772,Avenel,,NJ,"Data Scientist - Cheyenne, WY",
2776,Avenel,,NJ,Data Scientist,
2777,Avenel,,NJ,Data Scientist - Consultant - National,
2779,Avenel,,NJ,Data Scientist - Intern/Coop,
2780,Avenel,,NJ,Statistical Modeler - Data Scientist,
2781,Avenel,,NJ,Data Scientist,
2782,Avenel,,NJ,Data Scientist / Machine Learning Engineer,
2783,Avenel,,NJ,Data Scientist,
2784,Avenel,,NJ,Watson Health Data Scientist,
2785,Avenel,,NJ,"Software Engineer, Data Scientist,",
2787,Avenel,,NJ,Senior Data Scientist Internship - Summer 2019,
2789,Monmouth Junction,,NJ,Application Developer Web Front End II,
2790,New Brunswick,,NJ,"Data Scientist, Commercial Analytics",
2791,Township Of Warren,,NJ,"Associate Scientist, CAR-T Analytical Development",
2792,Princeton,,NJ,Data Scientist,
2793,Avenel,,NJ,Data Scientist - Oracle Health Sciences,
2794,Brentwood,,TN,Data Scientist,
2795,Avenel,,NJ,AI Chief Data Scientist - PS12747,
2799,Avenel,,NJ,"VP, Chief Data Scientist",
2800,Avenel,,NJ,"Delivery Data Scientist, Diverse Industry Solutions, Data & AI, Microsoft Services",
2801,Avenel,,NJ,"Delivery Data Scientist, Public Sector Solutions, Data & AI, Microsoft Services",
2805,Avenel,,NJ,Data Engineer,
2809,Avenel,,NJ,Data Scientist (Splunk),
2811,South Amboy,,NJ,Data Scientist,
2813,Princeton,,NJ,Data Scientist,
2814,Monmouth Junction,,NJ,Data Scientist,
2815,Avenel,,NJ,"Data Scientist , Advanced Analytics",
2816,Avenel,,NJ,IBM Research AI Residency Program,
2820,Memphis,,TN,Data Scientist,
2823,Avenel,,NJ,"Data Scientist, Product Operations Advanced Analytics",
2825,Oak Ridge,,TN,Postdoctoral Research Associate in Large-Scale Data Science and Learning,
2827,Nashville,,TN,Data Scientist - Outcomes Research,
2829,Avenel,,NJ,AI Principal Data Scientist - PS14902,
2830,Franklin,,TN,Data Engineer II,
2831,Nashville,,TN,Data Scientist,
2833,Pennington,,NJ,Data Scientist I,
2835,Edison,,NJ,"Hiring OPT, CPT for Information Technology",
2836,Princeton,,NJ,"Computer Scientist (Machine Learning), Vision Systems Group",
2837,Basking Ridge,,NJ,Data Scientist,
2838,Avenel,,NJ,Data Engineer,
2839,Knoxville,,TN,Data Analyst,
2842,Avenel,,NJ,Data Engineers,
2848,Avenel,,NJ,Staff Data Engineer,
2849,Avenel,,NJ,AI Senior Data Scientist - PS12748,
2850,Avenel,,NJ,Data Scientist Senior,
2851,Nashville,,TN,Data Analyst,
2853,Florham Park,,NJ,Advanced Analytics - Data Scientists,
2855,Mount Laurel,,NJ,Data Scientist,
2858,Cranbury,,NJ,Analytical Scientist - Topical/ Parenteral / Ophthalmic and Oral,
2862,Memphis,,TN,Data Scientist,
2864,Memphis,,TN,Data Engineer,
2865,Oak Ridge,,TN,Research Scientist in Large-Scale Data Science and Learning,
2867,Parsippany,,NJ,"Data Scientist, Consultant",
2868,East Hanover,,NJ,Data Scientist - NA Design Ingredients,
2869,Basking Ridge,,NJ,Data Scientist xe2x80x93 Predictive & Prescriptive Analytics,
2872,Morristown,,NJ,Data Analyst,
2873,Short Hills,,NJ,Data Scientist,
2875,Nashville,,TN,Data Scientist II,
2876,Oak Ridge,,TN,Computer/Data Scientist,
2878,Brentwood,,TN,"Data Scientist, Marketing",
2880,Newark,,NJ,Data Scientist,
2881,Bridgewater,,NJ,Engineering Data Scientist,
2883,Murray Hill,,NJ,Data Scientist,
2884,Holmdel,,NJ,Associate Data Scientist,
2886,Princeton,,NJ,Computational Data Scientist,
2888,Newark,,NJ,"Field Service Applications Specialists - Newark, NJ",
2890,Oak Ridge,,TN,Sr. Research Scientist in Artificial Intelligence and Machine Learning,
2891,New Brunswick,,NJ,"Lead Data Scientist, Commercial Analytics",
2893,Oak Ridge,,TN,Research Scientist in Artificial Intelligence and Machine Learning,
2895,Franklin,,TN,Data Analyst II,
2897,Hermitage,,TN,Data Analyst (Architecture Team),
2899,Newark,,NJ,Field Service Applications Specialists,
2902,Princeton,,NJ,Research Scientist - Multimodal Machine Learning for Healthcare,
2903,East Windsor,,NJ,Analytical Scientist,
