,Hr_Mean_Wage,Jobs_1000,Occupation,State,Tot_Emp,Yr_Mean_Wage
26156,52.95,0.065,Computer and Information Research Scientists,Pennsylvania,370,110140.0
26157,44.96,3.863,Computer Systems Analysts,Pennsylvania,22330,93520.0
26159,38.86,1.853,Computer Programmers,Pennsylvania,10710,80830.0
26160,45.99,4.743,"Software Developers, Applications",Pennsylvania,27420,95660.0
26161,49.08,1.838,"Software Developers, Systems Software",Pennsylvania,10630,102080.0
26162,33.46,0.831,Web Developers,Pennsylvania,4800,69600.0
26164,36.73,2.369,Network and Computer Systems Administrators,Pennsylvania,13700,76400.0
26165,51.07,1.149,Computer Network Architects,Pennsylvania,6650,106240.0
26166,24.51,4.079,Computer User Support Specialists,Pennsylvania,23590,50990.0
26167,30.79,1.227,Computer Network Support Specialists,Pennsylvania,7090,64050.0
26168,41.78,2.47,"Computer Occupations, All Other",Pennsylvania,14280,86910.0
26181,46.25,0.215,Computer Hardware Engineers,Pennsylvania,1250,96200.0
26183,45.69,0.636,"Electronics Engineers, Except Computer",Pennsylvania,3680,95040.0
26275,0.0,0.251,"Computer Science Teachers, Postsecondary",Pennsylvania,1450,86110.0
26594,21.0,0.261,Computer Operators,Pennsylvania,1510,43670.0
26601,14.71,0.375,"Office Machine Operators, Except Computer",Pennsylvania,2170,30600.0
26672,18.62,0.686,"Computer, Automated Teller, and Office Machine Repairers",Pennsylvania,3960,38730.0
26734,18.5,2.026,"Computer-Controlled Machine Tool Operators, Metal and Plastic",Pennsylvania,11710,38480.0
26735,25.71,0.175,"Computer Numerically Controlled Machine Tool Programmers, Metal and Plastic",Pennsylvania,1010,53470.0
26877,69.83,2.52,Computer and Information Systems Managers,Rhode Island,1200,145240.0
26928,52.83,0.859,Computer and Information Research Scientists,Rhode Island,410,109880.0
26929,46.99,3.664,Computer Systems Analysts,Rhode Island,1740,97750.0
26931,36.2,2.147,Computer Programmers,Rhode Island,1020,75300.0
26932,44.53,4.478,"Software Developers, Applications",Rhode Island,2130,92620.0
26933,52.97,1.906,"Software Developers, Systems Software",Rhode Island,910,110170.0
26934,36.12,0.997,Web Developers,Rhode Island,470,75130.0
26936,43.55,4.122,Network and Computer Systems Administrators,Rhode Island,1960,90590.0
26937,55.31,0.797,Computer Network Architects,Rhode Island,380,115050.0
26938,27.2,3.038,Computer User Support Specialists,Rhode Island,1450,56570.0
26939,25.69,2.897,Computer Network Support Specialists,Rhode Island,1380,53430.0
26940,39.94,2.548,"Computer Occupations, All Other",Rhode Island,1210,83070.0
26950,48.83,0.0,Computer Hardware Engineers,Rhode Island,0,101560.0
26952,56.25,2.38,"Electronics Engineers, Except Computer",Rhode Island,1130,117000.0
27007,0.0,0.206,"Computer Science Teachers, Postsecondary",Rhode Island,100,134360.0
27254,25.67,0.615,Computer Operators,Rhode Island,290,53390.0
27294,21.58,1.02,"Computer, Automated Teller, and Office Machine Repairers",Rhode Island,490,44890.0
27331,20.34,0.711,"Computer-Controlled Machine Tool Operators, Metal and Plastic",Rhode Island,340,42300.0
27332,0.0,0.125,"Computer Numerically Controlled Machine Tool Programmers, Metal and Plastic",Rhode Island,60,0.0
27421,57.64,1.461,Computer and Information Systems Managers,South Carolina,2940,119900.0
27475,37.3,3.186,Computer Systems Analysts,South Carolina,6400,77580.0
27477,39.12,1.749,Computer Programmers,South Carolina,3510,81380.0
27478,43.85,2.301,"Software Developers, Applications",South Carolina,4620,91200.0
27479,38.84,1.308,"Software Developers, Systems Software",South Carolina,2630,80780.0
27480,35.19,0.559,Web Developers,South Carolina,1120,73200.0
27482,34.79,2.89,Network and Computer Systems Administrators,South Carolina,5810,72360.0
27483,40.18,0.56,Computer Network Architects,South Carolina,1130,83580.0
27484,22.78,3.193,Computer User Support Specialists,South Carolina,6420,47390.0
27485,25.51,1.373,Computer Network Support Specialists,South Carolina,2760,53060.0
27486,42.51,0.73,"Computer Occupations, All Other",South Carolina,1470,88410.0
27496,41.85,0.189,Computer Hardware Engineers,South Carolina,380,87060.0
27498,46.55,0.584,"Electronics Engineers, Except Computer",South Carolina,1170,96820.0
27573,0.0,0.291,"Computer Science Teachers, Postsecondary",South Carolina,590,77830.0
27862,21.28,0.237,Computer Operators,South Carolina,480,44260.0
27869,12.79,0.07,"Office Machine Operators, Except Computer",South Carolina,140,26600.0
27927,18.95,0.606,"Computer, Automated Teller, and Office Machine Repairers",South Carolina,1220,39410.0
27984,20.1,1.387,"Computer-Controlled Machine Tool Operators, Metal and Plastic",South Carolina,2790,41800.0
27985,25.83,0.143,"Computer Numerically Controlled Machine Tool Programmers, Metal and Plastic",South Carolina,290,53730.0
28105,61.53,0.512,Computer and Information Systems Managers,South Dakota,210,127970.0
28151,35.79,1.742,Computer Systems Analysts,South Dakota,730,74440.0
28153,26.42,1.535,Computer Programmers,South Dakota,640,54950.0
28154,36.56,2.34,"Software Developers, Applications",South Dakota,980,76050.0
28155,42.97,1.548,"Software Developers, Systems Software",South Dakota,650,89370.0
28156,26.79,0.818,Web Developers,South Dakota,340,55720.0
28158,29.73,3.916,Network and Computer Systems Administrators,South Dakota,1640,61840.0
28159,47.62,0.77,Computer Network Architects,South Dakota,320,99050.0
28160,18.55,3.204,Computer User Support Specialists,South Dakota,1340,38590.0
28161,23.13,1.793,Computer Network Support Specialists,South Dakota,750,48110.0
28162,38.1,0.431,"Computer Occupations, All Other",South Dakota,180,79250.0
28171,38.04,0.25,"Electronics Engineers, Except Computer",South Dakota,100,79120.0
28229,0.0,0.354,"Computer Science Teachers, Postsecondary",South Dakota,150,70700.0
28479,12.01,0.225,"Office Machine Operators, Except Computer",South Dakota,90,24970.0
28529,18.57,0.778,"Computer, Automated Teller, and Office Machine Repairers",South Dakota,330,38620.0
28577,18.52,0.925,"Computer-Controlled Machine Tool Operators, Metal and Plastic",South Dakota,390,38510.0
28578,24.16,0.189,"Computer Numerically Controlled Machine Tool Programmers, Metal and Plastic",South Dakota,80,50250.0
28665,56.59,1.776,Computer and Information Systems Managers,Tennessee,5180,117710.0
28719,52.62,0.071,Computer and Information Research Scientists,Tennessee,210,109450.0
28720,36.07,2.87,Computer Systems Analysts,Tennessee,8370,75030.0
28722,36.89,1.404,Computer Programmers,Tennessee,4090,76740.0
28723,42.11,2.164,"Software Developers, Applications",Tennessee,6310,87580.0
28724,42.75,1.55,"Software Developers, Systems Software",Tennessee,4520,88910.0
28725,29.5,0.517,Web Developers,Tennessee,1510,61370.0
28727,38.95,1.884,Network and Computer Systems Administrators,Tennessee,5490,81020.0
28728,47.7,0.753,Computer Network Architects,Tennessee,2200,99210.0
28729,23.56,3.252,Computer User Support Specialists,Tennessee,9480,49010.0
28730,28.42,1.226,Computer Network Support Specialists,Tennessee,3570,59110.0
28731,36.65,1.242,"Computer Occupations, All Other",Tennessee,3620,76240.0
28742,41.8,0.248,Computer Hardware Engineers,Tennessee,720,86950.0
28744,47.19,0.378,"Electronics Engineers, Except Computer",Tennessee,1100,98160.0
28828,0.0,0.137,"Computer Science Teachers, Postsecondary",Tennessee,400,78850.0
29140,20.68,0.656,Computer Operators,Tennessee,1910,43020.0
29147,13.28,0.3,"Office Machine Operators, Except Computer",Tennessee,880,27620.0
29215,18.35,0.506,"Computer, Automated Teller, and Office Machine Repairers",Tennessee,1470,38180.0
29274,18.24,0.793,"Computer-Controlled Machine Tool Operators, Metal and Plastic",Tennessee,2310,37930.0
29275,25.89,0.132,"Computer Numerically Controlled Machine Tool Programmers, Metal and Plastic",Tennessee,380,53850.0
29412,77.18,1.634,Computer and Information Systems Managers,Texas,19420,160530.0
29466,50.87,0.182,Computer and Information Research Scientists,Texas,2170,105800.0
29467,46.24,4.728,Computer Systems Analysts,Texas,56220,96190.0
29469,41.44,1.753,Computer Programmers,Texas,20850,86200.0
29470,51.58,5.706,"Software Developers, Applications",Texas,67850,107280.0
29471,53.38,2.13,"Software Developers, Systems Software",Texas,25330,111040.0
29472,34.3,0.666,Web Developers,Texas,7920,71340.0
29474,43.91,2.747,Network and Computer Systems Administrators,Texas,32660,91340.0
29475,55.99,1.037,Computer Network Architects,Texas,12330,116470.0
29476,25.71,4.851,Computer User Support Specialists,Texas,57680,53480.0
29477,34.58,1.421,Computer Network Support Specialists,Texas,16890,71940.0
29478,43.54,1.652,"Computer Occupations, All Other",Texas,19640,90570.0
29493,54.54,0.166,Computer Hardware Engineers,Texas,1980,113440.0
29495,55.82,1.132,"Electronics Engineers, Except Computer",Texas,13460,116090.0
29588,0.0,0.191,"Computer Science Teachers, Postsecondary",Texas,2270,91060.0
29913,21.67,0.309,Computer Operators,Texas,3670,45080.0
29920,15.25,0.45,"Office Machine Operators, Except Computer",Texas,5350,31720.0
29996,18.15,1.025,"Computer, Automated Teller, and Office Machine Repairers",Texas,12190,37760.0
30060,20.13,0.869,"Computer-Controlled Machine Tool Operators, Metal and Plastic",Texas,10340,41870.0
30061,28.0,0.105,"Computer Numerically Controlled Machine Tool Programmers, Metal and Plastic",Texas,1250,58230.0
30202,56.82,3.539,Computer and Information Systems Managers,Utah,4990,118190.0
30254,46.37,0.501,Computer and Information Research Scientists,Utah,710,96440.0
30255,39.86,2.662,Computer Systems Analysts,Utah,3750,82900.0
30257,38.91,2.682,Computer Programmers,Utah,3780,80930.0
30258,46.53,7.039,"Software Developers, Applications",Utah,9930,96790.0
30259,50.58,3.635,"Software Developers, Systems Software",Utah,5130,105220.0
30260,31.97,1.323,Web Developers,Utah,1870,66490.0
30262,38.82,2.447,Network and Computer Systems Administrators,Utah,3450,80740.0
30263,52.74,0.663,Computer Network Architects,Utah,940,109700.0
30264,24.35,6.173,Computer User Support Specialists,Utah,8710,50650.0
30265,28.2,1.411,Computer Network Support Specialists,Utah,1990,58660.0
30266,37.74,3.664,"Computer Occupations, All Other",Utah,5170,78500.0
30281,43.35,0.987,"Electronics Engineers, Except Computer",Utah,1390,90180.0
30361,0.0,0.309,"Computer Science Teachers, Postsecondary",Utah,440,89220.0
30656,20.52,0.244,Computer Operators,Utah,340,42690.0
30663,14.34,0.312,"Office Machine Operators, Except Computer",Utah,440,29830.0
30724,19.84,0.842,"Computer, Automated Teller, and Office Machine Repairers",Utah,1190,41260.0
30781,16.23,1.112,"Computer-Controlled Machine Tool Operators, Metal and Plastic",Utah,1570,33750.0
30782,22.08,0.15,"Computer Numerically Controlled Machine Tool Programmers, Metal and Plastic",Utah,210,45930.0
30900,61.87,1.684,Computer and Information Systems Managers,Vermont,510,128700.0
30949,38.3,1.848,Computer Systems Analysts,Vermont,560,79670.0
30951,33.24,1.586,Computer Programmers,Vermont,480,69140.0
30952,45.65,2.827,"Software Developers, Applications",Vermont,860,94940.0
30953,0.0,2.627,"Software Developers, Systems Software",Vermont,800,0.0
30954,31.36,1.391,Web Developers,Vermont,420,65230.0
30956,34.88,4.877,Network and Computer Systems Administrators,Vermont,1490,72560.0
30957,40.51,0.404,Computer Network Architects,Vermont,120,84260.0
30958,25.42,4.016,Computer User Support Specialists,Vermont,1230,52870.0
30959,24.45,1.238,Computer Network Support Specialists,Vermont,380,50860.0
30960,34.13,1.241,"Computer Occupations, All Other",Vermont,380,71000.0
30970,49.49,0.364,"Electronics Engineers, Except Computer",Vermont,110,102940.0
31263,19.32,0.279,Computer Operators,Vermont,90,40190.0
31269,13.41,0.203,"Office Machine Operators, Except Computer",Vermont,60,27880.0
31311,17.28,0.302,"Computer, Automated Teller, and Office Machine Repairers",Vermont,90,35950.0
31356,0.0,3.279,"Computer-Controlled Machine Tool Operators, Metal and Plastic",Vermont,1000,0.0
31357,24.83,0.333,"Computer Numerically Controlled Machine Tool Programmers, Metal and Plastic",Vermont,100,51650.0
31437,81.57,3.551,Computer and Information Systems Managers,Virginia,13460,169660.0
31490,62.0,0.705,Computer and Information Research Scientists,Virginia,2670,128950.0
31491,48.12,7.324,Computer Systems Analysts,Virginia,27760,100090.0
31493,45.92,0.0,Computer Programmers,Virginia,0,95520.0
31494,53.37,9.49,"Software Developers, Applications",Virginia,35960,111010.0
31495,58.44,6.505,"Software Developers, Systems Software",Virginia,24650,121560.0
31496,41.29,0.983,Web Developers,Virginia,3720,85870.0
31498,45.37,5.149,Network and Computer Systems Administrators,Virginia,19510,94380.0
31499,56.58,2.686,Computer Network Architects,Virginia,10180,117700.0
31500,26.9,5.212,Computer User Support Specialists,Virginia,19750,55960.0
31501,36.65,1.933,Computer Network Support Specialists,Virginia,7330,76240.0
31502,50.33,3.441,"Computer Occupations, All Other",Virginia,13040,104680.0
31516,60.72,0.334,Computer Hardware Engineers,Virginia,1270,126300.0
31518,53.94,1.32,"Electronics Engineers, Except Computer",Virginia,5000,112190.0
31607,0.0,0.405,"Computer Science Teachers, Postsecondary",Virginia,1540,90880.0
31909,22.67,0.24,Computer Operators,Virginia,910,47160.0
31916,16.68,0.349,"Office Machine Operators, Except Computer",Virginia,1320,34700.0
31983,22.1,0.0,"Computer, Automated Teller, and Office Machine Repairers",Virginia,0,45970.0
32042,19.49,0.374,"Computer-Controlled Machine Tool Operators, Metal and Plastic",Virginia,1420,40540.0
32043,24.46,0.065,"Computer Numerically Controlled Machine Tool Programmers, Metal and Plastic",Virginia,250,50870.0
32167,74.42,3.95,Computer and Information Systems Managers,Washington,12590,154790.0
32222,65.02,0.422,Computer and Information Research Scientists,Washington,1340,135240.0
32223,45.42,5.542,Computer Systems Analysts,Washington,17660,94470.0
32225,58.17,3.294,Computer Programmers,Washington,10500,121000.0
32226,63.19,16.173,"Software Developers, Applications",Washington,51540,131430.0
32227,56.64,4.595,"Software Developers, Systems Software",Washington,14640,117810.0
32228,44.35,1.77,Web Developers,Washington,5640,92260.0
32230,43.41,2.887,Network and Computer Systems Administrators,Washington,9200,90290.0
32231,50.43,2.061,Computer Network Architects,Washington,6570,104890.0
32232,29.62,5.254,Computer User Support Specialists,Washington,16740,61610.0
32233,37.0,1.158,Computer Network Support Specialists,Washington,3690,76970.0
32234,43.55,3.433,"Computer Occupations, All Other",Washington,10940,90590.0
32246,57.12,0.46,Computer Hardware Engineers,Washington,1460,118810.0
32248,51.47,1.188,"Electronics Engineers, Except Computer",Washington,3780,107060.0
32334,0.0,0.222,"Computer Science Teachers, Postsecondary",Washington,710,77130.0
32649,25.46,0.173,Computer Operators,Washington,550,52960.0
32656,16.54,0.324,"Office Machine Operators, Except Computer",Washington,1030,34410.0
32723,23.36,0.762,"Computer, Automated Teller, and Office Machine Repairers",Washington,2430,48590.0
32785,30.26,0.55,"Computer-Controlled Machine Tool Operators, Metal and Plastic",Washington,1750,62940.0
32786,0.0,0.109,"Computer Numerically Controlled Machine Tool Programmers, Metal and Plastic",Washington,350,0.0
32918,56.76,1.108,Computer and Information Systems Managers,West Virginia,760,118060.0
32969,34.82,1.669,Computer Systems Analysts,West Virginia,1150,72420.0
32971,38.66,0.972,Computer Programmers,West Virginia,670,80420.0
32972,41.53,1.742,"Software Developers, Applications",West Virginia,1200,86390.0
32973,44.57,0.704,"Software Developers, Systems Software",West Virginia,490,92710.0
32974,26.16,0.374,Web Developers,West Virginia,260,54410.0
32976,31.82,1.785,Network and Computer Systems Administrators,West Virginia,1230,66190.0
32977,0.0,0.381,Computer Network Architects,West Virginia,260,0.0
32978,21.17,2.921,Computer User Support Specialists,West Virginia,2010,44030.0
32979,24.08,0.938,Computer Network Support Specialists,West Virginia,650,50090.0
32980,41.65,2.761,"Computer Occupations, All Other",West Virginia,1900,86630.0
32991,46.68,0.323,Computer Hardware Engineers,West Virginia,220,97090.0
32993,43.71,0.296,"Electronics Engineers, Except Computer",West Virginia,200,90930.0
33064,0.0,0.492,"Computer Science Teachers, Postsecondary",West Virginia,340,57620.0
33335,18.18,0.221,Computer Operators,West Virginia,150,37820.0
33341,13.86,0.302,"Office Machine Operators, Except Computer",West Virginia,210,28820.0
33401,17.67,0.826,"Computer, Automated Teller, and Office Machine Repairers",West Virginia,570,36750.0
33450,19.94,0.292,"Computer-Controlled Machine Tool Operators, Metal and Plastic",West Virginia,200,41470.0
33557,58.19,2.224,Computer and Information Systems Managers,Wisconsin,6280,121040.0
33612,36.18,0.072,Computer and Information Research Scientists,Wisconsin,200,75260.0
33613,38.77,5.053,Computer Systems Analysts,Wisconsin,14270,80640.0
33615,36.63,1.931,Computer Programmers,Wisconsin,5450,76190.0
33616,41.14,5.607,"Software Developers, Applications",Wisconsin,15840,85580.0
33617,41.97,1.414,"Software Developers, Systems Software",Wisconsin,4000,87300.0
33618,25.39,1.024,Web Developers,Wisconsin,2890,52810.0
33620,35.44,2.393,Network and Computer Systems Administrators,Wisconsin,6760,73710.0
33621,44.95,0.731,Computer Network Architects,Wisconsin,2060,93490.0
33622,24.51,4.088,Computer User Support Specialists,Wisconsin,11550,50980.0
33623,30.76,1.354,Computer Network Support Specialists,Wisconsin,3820,63980.0
33624,34.58,1.327,"Computer Occupations, All Other",Wisconsin,3750,71920.0
33636,42.3,0.222,Computer Hardware Engineers,Wisconsin,630,87990.0
33638,41.68,0.239,"Electronics Engineers, Except Computer",Wisconsin,680,86700.0
33719,0.0,0.233,"Computer Science Teachers, Postsecondary",Wisconsin,660,85710.0
34031,23.2,0.192,Computer Operators,Wisconsin,540,48260.0
34038,15.19,0.389,"Office Machine Operators, Except Computer",Wisconsin,1100,31590.0
34101,18.62,0.803,"Computer, Automated Teller, and Office Machine Repairers",Wisconsin,2270,38730.0
34158,20.84,3.918,"Computer-Controlled Machine Tool Operators, Metal and Plastic",Wisconsin,11070,43340.0
34159,25.89,0.502,"Computer Numerically Controlled Machine Tool Programmers, Metal and Plastic",Wisconsin,1420,53860.0
34279,47.47,0.736,Computer and Information Systems Managers,Wyoming,200,98750.0
34326,37.23,0.573,Computer Systems Analysts,Wyoming,150,77430.0
34328,31.48,0.81,Computer Programmers,Wyoming,220,65480.0
34329,33.36,0.947,"Software Developers, Applications",Wyoming,250,69380.0
34330,42.99,0.36,"Software Developers, Systems Software",Wyoming,100,89420.0
34331,33.85,0.428,Web Developers,Wyoming,110,70400.0
34333,31.98,1.961,Network and Computer Systems Administrators,Wyoming,530,66520.0
34334,0.0,0.15,Computer Network Architects,Wyoming,40,0.0
34335,23.38,2.19,Computer User Support Specialists,Wyoming,590,48630.0
34336,28.0,0.902,Computer Network Support Specialists,Wyoming,240,58250.0
34337,35.57,0.513,"Computer Occupations, All Other",Wyoming,140,73990.0
34345,42.0,0.322,"Electronics Engineers, Except Computer",Wyoming,90,87350.0
34398,0.0,0.154,"Computer Science Teachers, Postsecondary",Wyoming,40,70270.0
34631,19.1,0.234,Computer Operators,Wyoming,60,39720.0
34636,12.01,0.262,"Office Machine Operators, Except Computer",Wyoming,70,24990.0
34687,19.47,0.319,"Computer, Automated Teller, and Office Machine Repairers",Wyoming,90,40490.0
34733,14.02,0.0,"Computer-Controlled Machine Tool Operators, Metal and Plastic",Wyoming,0,29150.0
34802,40.38,1.133,Computer and Information Systems Managers,Guam,70,84000.0
34833,22.78,1.107,Computer Systems Analysts,Guam,70,47390.0
34834,27.19,1.307,Network and Computer Systems Administrators,Guam,80,56560.0
34835,16.94,2.168,Computer User Support Specialists,Guam,130,35230.0
34836,19.67,1.253,Computer Network Support Specialists,Guam,80,40920.0
34837,37.46,1.616,"Computer Occupations, All Other",Guam,100,77910.0
34965,16.64,1.421,Computer Operators,Guam,90,34610.0
35034,38.3,1.608,Computer and Information Systems Managers,Puerto Rico,1410,79670.0
35083,21.83,1.34,Computer Systems Analysts,Puerto Rico,1170,45400.0
35085,23.2,1.51,Computer Programmers,Puerto Rico,1320,48260.0
35086,27.61,0.301,"Software Developers, Applications",Puerto Rico,260,57430.0
35087,29.87,0.986,"Software Developers, Systems Software",Puerto Rico,860,62120.0
35088,18.16,0.248,Web Developers,Puerto Rico,220,37770.0
35090,22.62,1.074,Network and Computer Systems Administrators,Puerto Rico,940,47040.0
35091,24.84,0.705,Computer Network Architects,Puerto Rico,620,51660.0
35092,15.11,3.789,Computer User Support Specialists,Puerto Rico,3320,31440.0
35093,18.78,0.567,Computer Network Support Specialists,Puerto Rico,500,39050.0
35094,30.03,0.419,"Computer Occupations, All Other",Puerto Rico,370,62450.0
35103,32.02,0.284,Computer Hardware Engineers,Puerto Rico,250,66600.0
35105,39.92,0.617,"Electronics Engineers, Except Computer",Puerto Rico,540,83040.0
35167,0.0,0.301,"Computer Science Teachers, Postsecondary",Puerto Rico,260,44100.0
35428,10.65,0.945,Computer Operators,Puerto Rico,830,22140.0
35434,11.04,0.16,"Office Machine Operators, Except Computer",Puerto Rico,140,22970.0
35468,14.05,0.612,"Computer, Automated Teller, and Office Machine Repairers",Puerto Rico,540,29230.0
35596,0.0,1.563,Computer and Information Systems Managers,Virgin Islands,60,0.0
35616,24.86,1.344,Computer Systems Analysts,Virgin Islands,50,51710.0
35617,36.42,1.128,Network and Computer Systems Administrators,Virgin Islands,40,75750.0
35618,20.84,2.67,Computer User Support Specialists,Virgin Islands,100,43340.0
35619,20.71,1.203,Computer Network Support Specialists,Virgin Islands,50,43070.0
